id,address,city,latitude,longitude,site_score,state_name,county_name,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
63,"TELEGRAPH ROAD, WEST CALN TOWNSHIP, PA 19376",West Caln Township,40.0501857,-75.8797647,36.64,Pennsylvania,Chester County,305102,2,1225.0,14.0,27.0,0.0,7.0,0.0,0.0,238.0,122.0,89816.0,39969500.0,15.0,16.0,406.0,0.0,238100.0,1.1400000000000001,2.2,0.0,0.5700000000000001,0.0,0.0,11.03,8.03,3.43,3.79,96.21,0.0,3.91
64,"RT 611 &amp; COUNTY LINE ROAD, HORSHAM, PA 19040",Willow Grove,40.5459554,-75.1833187,50.0,Pennsylvania,Bucks County,103700,1,1918.0,41.0,3.0,1.0,9.0,0.0,0.0,449.0,248.0,71779.0,64025400.0,53.0,166.0,602.0,32.0,328700.0,2.14,0.16,0.05,0.47000000000000003,0.0,0.0,5.69,13.11,6.46,21.61,78.39,3.64,2.8200000000000003
65,"Postal Address is unavailable for the Site, VIEQUES, PR 00765",Vieques,18.1262854,-65.4400985,0.0,Puerto Rico Commonwealth,Vieques Municipio,950500,3,2173.0,2074.0,14.0,1.0,1.0,0.0,0.0,184.0,148.0,19350.0,21895400.0,349.0,199.0,648.0,0.0,109800.0,95.44,0.64,0.05,0.05,0.0,0.0,32.75,6.04,29.18,23.49,76.51,0.0,96.17999999999999
66,"CROSS STR. CALLE BARBOSA &amp; CALLE DEDIEGO, CABO ROJO, PR 00623",Cabo Rojo,18.0875347,-67.1469964,50.0,Puerto Rico Commonwealth,Cabo Rojo Municipio,830400,3,606.0,600.0,0.0,0.0,0.0,0.0,0.0,35.0,54.0,6699.0,1644800.0,74.0,186.0,73.0,0.0,94100.0,99.01,0.0,0.0,0.0,0.0,0.0,70.14,6.47,22.22,71.81,28.19,0.0,99.01
67,"ROAD 171 (SOUTH OF THE VILLAGE OF CIDRA, CIDRA, PR 08750",Cidra,40.1318193,-74.0358876,50.0,New Jersey,Monmouth County,809200,2,1252.0,19.0,0.0,0.0,3.0,0.0,3.0,579.0,4.0,103000.0,70113300.0,200.0,68.0,476.0,0.0,930400.0,1.52,0.0,0.0,0.24,0.0,0.24,0.5700000000000001,0.32,26.88,12.5,87.5,0.0,2.0
68,"[OFF OF] CARRETERA 811 KM 3.0, COROZAL, PR 00783",Corozal,18.3001802,-66.2799655,50.0,Puerto Rico Commonwealth,Naranjito Municipio,520500,1,2403.0,2395.0,0.0,0.0,0.0,0.0,0.0,329.0,219.0,19464.0,16140000.0,74.0,151.0,654.0,0.0,109200.0,99.67,0.0,0.0,0.0,0.0,0.0,33.01,10.73,8.42,18.76,81.24,0.0,99.67
69,"PR-694 Km 4.5, DORADO, PR 00646",Dorado,18.4295077,-66.2825495,50.0,Puerto Rico Commonwealth,Dorado Municipio,540500,3,2643.0,2617.0,7.0,0.0,0.0,0.0,0.0,425.0,240.0,31179.0,24799200.0,132.0,152.0,777.0,0.0,121900.0,99.02,0.26,0.0,0.0,0.0,0.0,18.87,9.66,12.44,16.36,83.64,0.0,99.28
70,"5300 CLAUS RD, RIVERBANK, CA 95367",Riverbank,37.714874,-120.921728,63.94,California,Stanislaus County,402,1,1229.0,365.0,12.0,2.0,9.0,6.0,3.0,177.0,214.0,43935.0,34508100.0,41.0,100.0,335.0,31.0,288500.0,29.7,0.98,0.16,0.73,0.49,0.24,13.84,14.44,8.61,22.99,77.01,5.62,32.300000000000004
94,"ROSE HILL RD, SOUTH KINGSTOWN, RI 02880",South Kingstown,41.4737865,-71.4966569,38.11,Rhode Island,Washington County,51305,1,2892.0,42.0,30.0,39.0,124.0,1.0,3.0,958.0,141.0,62386.0,98031200.0,85.0,427.0,754.0,0.0,337100.0,1.45,1.04,1.35,4.29,0.03,0.1,13.09,4.79,6.71,36.16,63.84,0.0,8.26
95,"MAIN ST, NORTH SMITHFIELD, RI 02824",North Smithfield,42.0034754,-71.58229,34.07,Rhode Island,Providence County,12801,3,2138.0,61.0,4.0,1.0,29.0,0.0,0.0,468.0,167.0,67400.0,84996300.0,63.0,384.0,550.0,0.0,281300.0,2.85,0.19,0.05,1.3599999999999999,0.0,0.0,9.79,7.39,6.32,41.11,58.89,0.0,4.449999999999999
71,"RTE 3, JOBOS, PR 00654",Jobos,0.0,0.0,35.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"CARRETERA 785 KM 4.9, CAGUAS, PR 00725",Caguas,18.4142542,-66.1775525,50.0,Puerto Rico Commonwealth,Bayamón Municipio,31021,1,1703.0,1690.0,0.0,1.0,3.0,0.0,0.0,167.0,210.0,21200.0,10115200.0,108.0,176.0,434.0,0.0,140100.0,99.24,0.0,0.06,0.18,0.0,0.0,30.08,14.75,15.04,28.85,71.15,0.0,99.48
73,"BO CEIBA NORTE, ROAD 189, JUNCOS, PR 00666",Juncos,18.2192134,-65.89744519999999,32.57,Puerto Rico Commonwealth,Juncos Municipio,500302,3,3243.0,3216.0,4.0,0.0,0.0,0.0,1.0,360.0,149.0,14339.0,24295500.0,218.0,179.0,1024.0,0.0,107000.0,99.17,0.12,0.0,0.0,0.0,0.03,25.11,5.26,15.34,14.88,85.12,0.0,99.32000000000001
74,"STATE ROAD #3, KM 110.2, MAUNABO, PR 00707",Maunabo,18.0077296,-65.8968722,50.0,Puerto Rico Commonwealth,Maunabo Municipio,951600,2,1017.0,1005.0,1.0,0.0,0.0,0.0,0.0,86.0,45.0,15750.0,7469000.0,40.0,149.0,211.0,0.0,96000.0,98.82,0.1,0.0,0.0,0.0,0.0,39.4,5.23,10.0,41.39,58.61,0.0,98.91999999999999
75,"RD 111 KM 1.8, VIVI ABAJO WARD, UTUADO, PR 00641",Utuado,18.266146,-66.7005065,34.69,Puerto Rico Commonwealth,Utuado Municipio,957500,2,880.0,877.0,0.0,0.0,0.0,0.0,0.0,28.0,71.0,6687.0,4578400.0,66.0,267.0,52.0,0.0,95600.0,99.66,0.0,0.0,0.0,0.0,0.0,54.61,9.83,17.14,83.7,16.3,0.0,99.66
76,"ROAD # 2 KM 59.7, ARECIBO, PR 00612",Arecibo,18.4528424,-66.7464487,50.0,Puerto Rico Commonwealth,Arecibo Municipio,301100,3,1659.0,1656.0,1.0,0.0,0.0,0.0,0.0,201.0,84.0,21424.0,15285700.0,81.0,136.0,489.0,0.0,95400.0,99.82,0.06,0.0,0.0,0.0,0.0,25.63,6.34,11.47,21.76,78.24,0.0,99.88
77,"ROAD 670 KM 3.7 PALO ALTO, MANATI, PR 00701",Manati,0.0,0.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"STATE ROAD #122 (ALSO KNOWN AS ROAD 119), San German, PR 00683",San German,18.0807082,-67.0411096,50.0,Puerto Rico Commonwealth,San Germán Municipio,840700,2,1099.0,1090.0,1.0,0.0,0.0,0.0,0.0,232.0,29.0,21741.0,10820800.0,119.0,179.0,333.0,0.0,106600.0,99.18,0.09,0.0,0.0,0.0,0.0,28.21,2.55,18.86,34.96,65.04,0.0,99.27000000000001
79,"STATE ROAD #2 KM. 19.7 (ACUNA STREET), CANDELERIA WARD, PR 00759",Candeleria Ward,0.0,0.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"ROAD 2 KM 72.2 BO. CAMBALACHE, ARECIBO, PR 00612",Bo. Cambalache,18.4676828,-66.704033,56.66,Puerto Rico Commonwealth,Arecibo Municipio,300400,1,654.0,648.0,0.0,0.0,1.0,0.0,0.0,71.0,57.0,14250.0,4338400.0,134.0,81.0,198.0,0.0,71100.0,99.08,0.0,0.0,0.15,0.0,0.0,32.39,7.54,32.45,29.03,70.97,0.0,99.23
81,"3196 NORTH LOCUST AVENUE, RIALTO, CA 92377",Rialto,34.1576911,-117.4098098,50.0,California,San Bernardino County,2704,3,1507.0,826.0,356.0,3.0,59.0,6.0,3.0,136.0,130.0,95000.0,32052100.0,12.0,38.0,317.0,0.0,262500.0,54.81,23.62,0.2,3.92,0.4,0.2,13.16,10.09,3.27,10.7,89.3,0.0,83.15000000000002
90,"DEFENSE HIGHWAY (BURMA RD.), NEWPORT, RI 02871",Newport,41.5905625,-71.2517835,32.25,Rhode Island,Newport County,40102,3,2612.0,24.0,29.0,3.0,35.0,0.0,0.0,1096.0,121.0,74911.0,160963900.0,122.0,280.0,819.0,0.0,365500.0,0.92,1.11,0.11,1.34,0.0,0.0,4.47,3.86,9.99,25.48,74.52,0.0,3.4800000000000004
108,"5080 CURETON FERRY RD, ROCK HILL, SC 29704",Rock Hill,34.8415786,-80.9097127,47.1,South Carolina,York County,61203,3,1334.0,24.0,217.0,15.0,6.0,0.0,1.0,191.0,153.0,39722.0,28720900.0,31.0,71.0,412.0,56.0,170300.0,1.8,16.27,1.12,0.45,0.0,0.07,19.45,12.09,6.03,14.7,85.3,8.81,19.71
109,"US 321 1 MILE S OF I-26, CAYCE, SC 29033",Cayce,33.9874133,-81.0485598,37.93,South Carolina,Lexington County,20201,1,943.0,37.0,119.0,0.0,25.0,0.0,1.0,130.0,295.0,18427.0,17059700.0,34.0,262.0,160.0,0.0,148100.0,3.92,12.62,0.0,2.65,0.0,0.11,1.4,21.06,7.46,62.09,37.91,0.0,19.299999999999997
110,"1800 PITTSBURGH AVENUE, NORTH CHARLESTON, SC 29405",North Charleston,32.839643,-79.950247,50.0,South Carolina,Charleston County,5400,2,862.0,1.0,840.0,1.0,0.0,0.0,0.0,0.0,52.0,6263.0,2866600.0,5.0,269.0,4.0,0.0,0.0,0.12,97.45,0.12,0.0,0.0,0.0,30.95,6.5600000000000005,1.8,98.53,1.47,0.0,97.69000000000001
82,"RTE 2, BARCELONETA, PR 00617",Barceloneta,18.4831288,-66.5554901,41.92,Puerto Rico Commonwealth,Barceloneta Municipio,590100,2,2095.0,2084.0,0.0,0.0,0.0,0.0,0.0,52.0,159.0,10461.0,8081800.0,207.0,105.0,692.0,0.0,87100.0,99.47,0.0,0.0,0.0,0.0,0.0,44.62,9.31,20.62,13.17,86.83,0.0,99.47
96,"PLAINS ROAD, SOUTH KINGSTOWN, RI 02881",South Kingstown,41.4894497,-71.5420358,50.0,Rhode Island,Washington County,51400,1,5677.0,393.0,332.0,13.0,219.0,2.0,20.0,155.0,326.0,35424.0,14007400.0,32.0,147.0,77.0,0.0,298100.0,6.92,5.85,0.23,3.86,0.04,0.35000000000000003,9.81,6.11,12.5,65.63,34.38,0.0,17.25
83,"HIGHWAY 2, VEGA ALTA, PR 00762",Vega Alta,18.4144497,-66.330311,42.24,Puerto Rico Commonwealth,Vega Alta Municipio,550400,2,1405.0,1400.0,1.0,0.0,0.0,0.0,1.0,74.0,42.0,10667.0,5503300.0,101.0,272.0,285.0,0.0,105800.0,99.64,0.07,0.0,0.0,0.0,0.07,48.35,3.73,15.35,48.83,51.17,0.0,99.77999999999999
84,"ROAD 674, KM 2, RIO ABAJO WARD, PR 00763",Rio Abajo Ward,0.0,0.0,50.37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"65 SHUN PIKE, JOHNSTON, RI 029194512",Johnston,41.8046652,-71.5231325,46.71,Rhode Island,Providence County,12200,3,744.0,22.0,7.0,3.0,13.0,0.0,5.0,102.0,79.0,38789.0,11927800.0,14.0,18.0,205.0,0.0,249400.0,2.96,0.9400000000000001,0.4,1.75,0.0,0.67,10.14,13.64,5.91,8.07,91.93,0.0,6.72
86,"2072 AND 2074 SMITH STREET (ROUTE 44), NORTH PROVIDENCE, RI 02911",North Providence,41.856311,-71.486333,70.71,Rhode Island,Providence County,12104,1,1177.0,115.0,44.0,7.0,9.0,0.0,9.0,127.0,110.0,26731.0,19050100.0,67.0,403.0,231.0,0.0,223000.0,9.77,3.74,0.59,0.76,0.0,0.76,8.64,10.75,9.56,63.56,36.44,0.0,15.62
87,"TARKILN RD, SMITHFIELD, RI 02828",Smithfield,41.9540545,-71.6093782,47.25,Rhode Island,Providence County,13002,1,2897.0,28.0,5.0,1.0,8.0,0.0,3.0,457.0,299.0,62014.0,84475400.0,60.0,212.0,846.0,0.0,236800.0,0.97,0.17,0.03,0.28,0.0,0.1,16.93,11.67,5.37,20.04,79.96,0.0,1.55
88,"OFF SANFORD RD., NORTH KINGSTOWN, RI 02818",North Kingstown,41.6170235,-71.4209594,34.52,Rhode Island,Washington County,50103,2,732.0,92.0,26.0,14.0,17.0,0.0,4.0,236.0,49.0,51544.0,23990300.0,35.0,225.0,25.0,0.0,0.0,12.57,3.55,1.9100000000000001,2.32,0.0,0.55,3.85,4.0,12.28,90.0,10.0,0.0,20.900000000000002
89,"OXFORD RD, NORTH SMITHFIELD, RI 02876",North Smithfield,41.973272,-71.5828552,49.58,Rhode Island,Providence County,12803,2,3022.0,58.0,12.0,1.0,25.0,0.0,2.0,700.0,164.0,90833.0,110245900.0,29.0,73.0,963.0,0.0,320500.0,1.92,0.4,0.03,0.8300000000000001,0.0,0.07,11.75,5.2,2.7199999999999998,7.05,92.95,0.0,3.2499999999999996
91,"MARTIN ST, LINCOLN/CUMBERLAND, RI 02864","Cumberland, Lincoln",41.9279206,-71.4267688,40.1,Rhode Island,Providence County,11301,2,1120.0,156.0,48.0,4.0,14.0,7.0,4.0,269.0,70.0,55000.0,40068900.0,34.0,271.0,219.0,0.0,235300.0,13.93,4.29,0.36,1.25,0.63,0.36,13.15,5.24,6.49,55.31,44.69,0.0,20.819999999999997
97,"DOUGLAS PIKE, BURRILLVILLE, RI 02895",Burrillville,42.0080273,-71.6550962,51.35,Rhode Island,Providence County,13002,1,2897.0,28.0,5.0,1.0,8.0,0.0,3.0,457.0,299.0,62014.0,84475400.0,60.0,212.0,846.0,0.0,236800.0,0.97,0.17,0.03,0.28,0.0,0.1,16.93,11.67,5.37,20.04,79.96,0.0,1.55
98,"340 ROBINSON ROAD, GREER, SC 29651",Greer,34.932742,-82.170567,50.0,South Carolina,Spartanburg County,23202,1,870.0,68.0,338.0,3.0,0.0,6.0,0.0,54.0,243.0,37125.0,12890200.0,44.0,100.0,223.0,19.0,72300.0,7.82,38.85,0.34,0.0,0.6900000000000001,0.0,17.58,21.81,11.99,30.96,69.04,4.55,47.7
99,"NORTHERN SIDE OF SECONDARY HWY S-33-30, MCCORMICK, SC 29835",McCormick,33.9134577,-82.2934585,50.0,South Carolina,McCormick County,920200,4,838.0,13.0,555.0,2.0,13.0,2.0,2.0,67.0,63.0,21029.0,12479400.0,57.0,223.0,166.0,12.0,88300.0,1.55,66.23,0.24,1.55,0.24,0.24,41.22,8.18,12.78,57.33,42.67,2.76,70.04999999999998
100,"206 GEORGIA AVE, FOUNTAIN INN, SC 29644",Fountain Inn,34.697076,-82.2122179,32.44,South Carolina,Greenville County,3101,2,1926.0,95.0,521.0,7.0,9.0,0.0,2.0,116.0,456.0,27778.0,29516500.0,84.0,414.0,388.0,0.0,104300.0,4.93,27.05,0.36,0.47000000000000003,0.0,0.1,6.72,21.52,9.48,51.62,48.38,0.0,32.910000000000004
101,"1/2 MI. N.OFINTERSECTION OF SR 265&amp;CR110, JEFFERSON, SC 29718",Jefferson,34.6501547,-80.3889566,50.0,South Carolina,Chesterfield County,950200,2,2187.0,61.0,680.0,1.0,12.0,0.0,6.0,158.0,488.0,36792.0,42996700.0,177.0,209.0,613.0,87.0,88400.0,2.79,31.09,0.05,0.55,0.0,0.27,24.81,20.51,17.72,25.43,74.57,8.73,34.75
102,"S. OF SC HWY 9 ON CO. RD 841, FORT LAWN, SC 29714",Fort Lawn,34.7020889,-80.8947978,32.04,South Carolina,Chester County,20800,3,1900.0,29.0,623.0,16.0,9.0,0.0,0.0,102.0,314.0,31458.0,30552800.0,69.0,188.0,528.0,14.0,79300.0,1.53,32.79,0.84,0.47000000000000003,0.0,0.0,23.06,19.24,8.79,26.26,73.74,1.87,35.63
103,"NORTH HOLLYWOOD WELLFIELD AREA, NORTH HOLLYWOOD, CA 91601",Los Angeles,34.1671344,-118.3790801,42.24,California,Los Angeles County,125200,2,1084.0,235.0,31.0,3.0,80.0,3.0,2.0,505.0,497.0,53816.0,48717300.0,41.0,292.0,228.0,0.0,616400.0,21.68,2.86,0.28,7.38,0.28,0.18,6.13,32.13,7.31,56.15,43.85,0.0,32.660000000000004
104,"117 HIGHLAND AVE, GREER, SC 29651",Greer,34.9370727,-82.2203643,31.45,South Carolina,Spartanburg County,23302,1,2215.0,347.0,1361.0,3.0,11.0,0.0,6.0,143.0,722.0,22785.0,55074300.0,158.0,492.0,337.0,66.0,72000.0,15.67,61.44,0.14,0.5,0.0,0.27,35.67,29.61,16.01,59.35,40.65,6.33,78.02
105,"HWY 321 S, FAIRFAX, SC 29829",Fairfax,32.973622,-81.2313888,33.89,South Carolina,Allendale County,970400,1,995.0,21.0,730.0,3.0,9.0,0.0,0.0,58.0,316.0,19427.0,12244200.0,77.0,224.0,183.0,25.0,108900.0,2.11,73.37,0.30000000000000004,0.9,0.0,0.0,29.6,30.47,15.91,55.04,44.96,4.92,76.68
106,"PO BOX 908, BEAUFORT, SC 29902",Beaufort,32.4315813,-80.6698286,57.9,South Carolina,Beaufort County,600,2,1085.0,74.0,291.0,2.0,1.0,0.0,1.0,367.0,248.0,45733.0,28369700.0,103.0,230.0,295.0,0.0,280500.0,6.82,26.82,0.18,0.09,0.0,0.09,6.92,23.24,16.4,43.81,56.19,0.0,34.00000000000001
107,"CHARLESTON HEIGHTS, CHARLESTON, SC 29405",Charleston,32.8572503,-79.9707721,50.0,South Carolina,Charleston County,5500,1,538.0,20.0,396.0,1.0,10.0,1.0,1.0,0.0,95.0,15147.0,2630700.0,46.0,175.0,36.0,0.0,0.0,3.7199999999999998,73.61,0.19,1.8599999999999999,0.19,0.19,31.07,21.02,17.9,82.94,17.06,0.0,79.75999999999999
111,"SC HIGHWAY 18, GAFFNEY, SC 29340",Gaffney,35.0754905,-81.646669,31.58,South Carolina,Cherokee County,970502,1,798.0,42.0,489.0,4.0,0.0,0.0,0.0,0.0,259.0,13661.0,4047600.0,51.0,225.0,74.0,0.0,41700.0,5.26,61.28,0.5,0.0,0.0,0.0,66.06,30.19,14.57,75.25,24.75,0.0,67.04
112,"DIXIANNA RD, DIXIANA, SC 29033",Dixiana,33.9223913,-81.064892,38.43,South Carolina,Lexington County,20605,2,825.0,35.0,103.0,4.0,9.0,0.0,0.0,102.0,111.0,51190.0,27742000.0,14.0,43.0,274.0,0.0,111400.0,4.24,12.48,0.48,1.09,0.0,0.0,14.02,11.19,4.23,13.56,86.44,0.0,18.29
113,"HWY 145, SIMPSONVILLE, SC 29681",Simpsonville,34.7742827,-82.2089477,32.94,South Carolina,Greenville County,3009,1,2111.0,88.0,143.0,0.0,32.0,0.0,1.0,874.0,126.0,71136.0,72231800.0,52.0,66.0,681.0,0.0,219300.0,4.17,6.77,0.0,1.52,0.0,0.05,3.66,5.02,6.51,8.84,91.16,0.0,12.51
114,"USAMICOM DRSMI KL, LIMESTONE/MORGAN, AL 35898","Limestone, Morgan",34.63,-86.65,61.42,Alabama,Madison County,11100,1,1955.0,210.0,377.0,20.0,33.0,7.0,6.0,142.0,85.0,59286.0,22903300.0,36.0,341.0,7.0,3.0,0.0,10.74,19.28,1.02,1.69,0.36,0.31,5.02,5.72,9.38,97.99,2.01,0.96,33.400000000000006
115,"CRYSTAL SPRINGS WELLFIELD AREA, GLENDALE, CA 91209","Glendale, Los Angeles",34.1466245,-118.2519928,42.24,California,Los Angeles County,302002,1,799.0,149.0,55.0,7.0,104.0,2.0,1.0,274.0,255.0,40000.0,17339700.0,94.0,427.0,42.0,0.0,195200.0,18.65,6.88,0.88,13.02,0.25,0.13,12.38,26.76,16.7,91.04,8.96,0.0,39.809999999999995
116,"MARINE CORPS RECRUIT DEPOT, PARRIS ISLAND, SC 29902",Parris Island,32.3513924,-80.6891655,50.0,South Carolina,Beaufort County,1000,1,3265.0,489.0,386.0,20.0,66.0,3.0,6.0,235.0,33.0,49861.0,7587600.0,9.0,65.0,1.0,0.0,0.0,14.98,11.82,0.61,2.02,0.09,0.18,1.4,0.79,12.0,98.48,1.52,0.0,29.7
117,"NORTH CHERRY RD, ROCK HILL, SC 29730",Rock Hill,34.9612357,-81.0043857,40.29,South Carolina,York County,60804,2,2962.0,433.0,545.0,26.0,74.0,0.0,1.0,330.0,748.0,40208.0,64312100.0,102.0,677.0,609.0,62.0,108200.0,14.62,18.4,0.88,2.5,0.0,0.03,20.03,25.01,7.35,52.64,47.36,4.12,36.43
118,"SANGAMO RD, PICKENS, SC 29671",Pickens,34.8955109,-82.7188261,37.63,South Carolina,Pickens County,10402,3,1203.0,41.0,49.0,0.0,11.0,0.0,1.0,76.0,121.0,31146.0,21416400.0,73.0,196.0,330.0,6.0,76300.0,3.41,4.07,0.0,0.91,0.0,0.08,16.07,12.5,12.19,37.26,62.74,1.23,8.47
119,"BETWEEN SC 125 &amp; US 278, AIKEN, SC 29802",Aiken,33.5660738,-81.721042,47.7,South Carolina,Aiken County,21400,2,521.0,19.0,303.0,0.0,2.0,0.0,1.0,58.0,44.0,18944.0,10101600.0,68.0,178.0,108.0,0.0,74100.0,3.65,58.16,0.0,0.38,0.0,0.19,10.56,12.98,19.21,62.24,37.76,0.0,62.379999999999995
120,"321 BLUFF RD S, COLUMBIA, SC 29209",Columbia,33.9790142,-81.0280634,0.0,South Carolina,Richland County,2800,2,1003.0,147.0,98.0,9.0,11.0,9.0,1.0,168.0,374.0,23563.0,14723300.0,81.0,319.0,147.0,0.0,117300.0,14.66,9.77,0.9,1.1,0.9,0.1,33.23,28.46,14.81,68.45,31.55,0.0,27.43
142,"719 PIPER STREET, COLLIERVILLE, TN 38017",Collierville,35.0446642,-89.6864738,50.0,Tennessee,Shelby County,21620,2,2112.0,126.0,955.0,1.0,63.0,0.0,7.0,428.0,103.0,50673.0,45718000.0,60.0,341.0,441.0,0.0,190400.0,5.97,45.22,0.05,2.98,0.0,0.33,16.79,6.23,7.13,43.61,56.39,0.0,54.54999999999999
143,"1508 MARYVILLE PIKE, KNOXVILLE, TN 37920",Knoxville,35.919114,-83.926365,50.0,Tennessee,Knox County,3500,2,1411.0,16.0,65.0,13.0,12.0,0.0,1.0,238.0,85.0,47589.0,30251400.0,125.0,224.0,425.0,128.0,172500.0,1.13,4.61,0.92,0.85,0.0,0.07,14.24,6.9,16.15,34.51,65.49,16.58,7.58
144,"Postal Address is unavailable for the Site, CHATTANOOGA, TN 37410",Chattanooga,35.0010118,-85.3162066,0.0,Tennessee,Hamilton County,1900,1,1380.0,44.0,1248.0,3.0,0.0,10.0,2.0,64.0,130.0,16542.0,11085000.0,123.0,388.0,163.0,30.0,84700.0,3.19,90.43,0.22,0.0,0.72,0.14,26.45,9.97,18.25,70.42,29.58,4.84,94.7
121,"OFF SC HWY 321, CAYCE, SC 29033",Cayce,33.9302095,-81.0777853,40.7,South Carolina,Lexington County,20605,1,1027.0,42.0,182.0,5.0,22.0,1.0,1.0,149.0,161.0,41563.0,24433000.0,46.0,165.0,270.0,0.0,116700.0,4.09,17.72,0.49,2.14,0.1,0.1,4.05,20.35,9.56,37.93,62.07,0.0,24.64
122,"100 CLINTON ST, BARNWELL, SC 29812",Barnwell,33.2404269,-81.3774849,68.26,South Carolina,Barnwell County,970300,2,837.0,4.0,645.0,0.0,2.0,0.0,1.0,36.0,99.0,26765.0,10179300.0,46.0,175.0,138.0,36.0,87500.0,0.48,77.06,0.0,0.24,0.0,0.12,15.37,10.22,12.81,55.91,44.09,10.47,77.9
123,"STATE ROUTE 53 &amp; I-20, PONTIAC, SC 29045",Pontiac,34.1284842,-80.8548092,35.94,South Carolina,Richland County,11407,1,3162.0,259.0,538.0,16.0,136.0,7.0,8.0,1086.0,419.0,63250.0,137021700.0,161.0,694.0,641.0,0.0,419000.0,8.19,17.01,0.51,4.3,0.22,0.25,5.8,11.98,10.76,51.99,48.01,0.0,30.480000000000004
124,"3335 OLD BUNCOMBE ROAD, GREENVILLE, SC 29617",Greenville,34.8828419,-82.426098,50.0,South Carolina,Greenville County,2301,2,954.0,175.0,69.0,9.0,6.0,0.0,0.0,98.0,375.0,35962.0,22335300.0,60.0,168.0,234.0,0.0,73800.0,18.34,7.23,0.9400000000000001,0.63,0.0,0.0,18.38,32.36,12.99,41.79,58.21,0.0,27.14
125,"US HWY 21 N OF AIR BASE, BURTON, SC 29902",Burton,32.4357481,-80.7239954,47.7,South Carolina,Beaufort County,501,3,2634.0,364.0,1595.0,4.0,12.0,6.0,4.0,59.0,850.0,36280.0,37698700.0,165.0,382.0,542.0,17.0,68200.0,13.82,60.55,0.15,0.46,0.23,0.15,18.29,28.52,15.15,41.34,58.66,1.4,75.36000000000001
139,"GLENN SPRINGS RD, LAWRENCEBURG, TN 38464",Lawrenceburg,35.225524,-87.3756653,46.44,Tennessee,Lawrence County,960502,2,1177.0,14.0,10.0,4.0,0.0,0.0,0.0,96.0,128.0,56486.0,45569500.0,58.0,112.0,361.0,44.0,96800.0,1.19,0.85,0.34,0.0,0.0,0.0,10.3,9.35,10.92,23.68,76.32,8.06,2.38
126,"POLLOCK WELLFIELD, LOS ANGELES, CA 90086",Los Angeles,34.06,-118.24,35.57,California,Los Angeles County,207102,1,2553.0,605.0,88.0,7.0,1774.0,0.0,1.0,111.0,745.0,12647.0,21885500.0,42.0,927.0,21.0,0.0,0.0,23.7,3.45,0.27,69.49,0.0,0.04,75.03,32.46,4.24,97.78,2.22,0.0,96.95
127,"44CSC/DE, ELLSWORTH AFB, SD 57706",Rapid City,44.1538145,-103.0901656,33.62,South Dakota,Meade County,20200,2,505.0,55.0,69.0,2.0,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.89,13.66,0.4,2.9699999999999998,0.79,0.79,0.0,0.0,0.0,100.0,0.0,0.0,29.499999999999996
128,"4 MILES SE OF LEAD, LEAD, SD 57754",Lead,44.3512138,-103.7396972,50.0,South Dakota,Lawrence County,966600,2,1277.0,34.0,19.0,63.0,2.0,2.0,0.0,206.0,219.0,66300.0,40399600.0,313.0,61.0,440.0,29.0,214500.0,2.66,1.49,4.93,0.16,0.16,0.0,5.5600000000000005,13.15,38.45,12.18,87.82,3.46,9.4
